,title,date
2492,Pumpkin Jack (パンプキン・ジャック),2020.11.26
2493,The Explorer of Night,2020.11.26
2494,ツクールシリーズ ステオス -雇われ砲撃手の哀愁歌-,2020.11.26
2495,Arrog,2020.11.26
2496,Cyber Protocol サイバープロトコル,2020.11.26
2497,In Other Waters,2020.11.26
2498,Saints Row IV®: Re-Elected™,2020.11.26
2499,Chronos: Before the Ashes（クロノス：ビフォー ジ アッシュ）,2020.12.1
2500,ダービースタリオン,2020.12.3
2501,犬 犬（PHOGS!）,2020.12.3
2502,夢おこし商店街,2020.12.3
2503,不思議のダンジョン 風来のシレン5plus フォーチュンタワーと運命のダイス,2020.12.3
2504,Nosferatu Lilinor（ノスフェラトゥ リリノア）,2020.12.3
2505,Fit Boxing 2 -リズム＆エクササイズ-,2020.12.3
2506,ライザのアトリエ２ ～失われた伝承と秘密の妖精～,2020.12.3
2507,G-MODEアーカイブス24 三国志年代記DX,2020.12.3
2508,Wildfire,2020.12.3
2509,スカージブリンガー,2020.12.3
2510,リマザード：ブロークン ポーセリン,2020.12.3
2511,ミスターブラスター,2020.12.3
2512,ドットボーイ,2020.12.3
2513,すみっコぐらし　おへやのすみでたびきぶんすごろく,2020.12.3
2514,fault - milestone two 上,2020.12.3
2515,犬のゴルフ,2020.12.3
2516,マスクド チェーン ダンス,2020.12.3
2517,テニス オープン 2020,2020.12.3
2518,クリスタルオーサ,2020.12.3
2519,ひめひび 続！二学期-New Princess Days!!-,2020.12.3
2520,パウ・ザ・レジスタンス,2020.12.3
2521,イモータルズ フィニクス ライジング,2020.12.3
2522,アーケードアーカイブス フェアリーランドストーリー,2020.12.3
2523,Morbid: The Seven Acolytes,2020.12.3
2524,Riddled Corpses EX,2020.12.3
2525,ミリーのモンスターメイズ,2020.12.3
2526,ミリーのメイズ,2020.12.3
2527,みんなの詰将棋 入門編,2020.12.3
2528,ツクールシリーズ DUNGEON OF NAZARICK,2020.12.3
2529,Cybxus Hearts,2020.12.3
2530,ファーラップ うまレースチャレンジ,2020.12.3
2531,泥棒シミュレーター,2020.12.3
2532,Monster Sanctuary,2020.12.8
2533,ドローン トゥ ライフ 〜 2つの王国 〜,2020.12.8
2534,ドカポンUP! 夢幻のルーレット,2020.12.10
2535,ひめひび Another Princess Days ～ White or Black ～,2020.12.10
2536,PixelJunk Eden 2,2020.12.10
2537,ぷよぷよ™テトリス®２,2020.12.10
2538,Chicken Police – Paint it RED!（チキンポリス）,2020.12.10
2539,狼と香辛料VR2,2020.12.10
2540,三國志14 with パワーアップキット,2020.12.10
2541,ネクソモン: 絶滅,2020.12.10
2542,ストーリー・テール,2020.12.10
2543,デモングハンター,2020.12.10
2544,Killer Chambers,2020.12.10
2545,G-MODEアーカイブス25 TOPOLON（トポロン）,2020.12.10
2546,アーケードアーカイブス マーカム,2020.12.10
2547,探光エスパシオ,2020.12.10
2548,The Experiment: Escape Room,2020.12.10
2549,Sa･Ga COLLECTION,2020.12.15
2550,When the Past was Around 過去といた頃,2020.12.16
2551,Among Us,2020.12.16
2552,Dicey Dungeons,2020.12.16
2553,映画スタジオ物語,2020.12.17
2554,レッドウィングス：大空のエースたち,2020.12.17
2555,りゅうおうのおしごと！,2020.12.17
2556,幻想牢獄のカレイドスコープ,2020.12.17
2557,ファズボール,2020.12.17
2558,ロスト・ウィング,2020.12.17
2559,チルドレン・オブ・モルタ ～家族の絆の物語～,2020.12.17
2560,スケッチブックレーシング,2020.12.17
2561,ファミリートレーナー,2020.12.17
2562,密室のサクリファイス／ABYSS OF THE SACRIFICE,2020.12.17
2563,Sniper Elite 4,2020.12.17
2564,Jump King,2020.12.17
2565,魔女の泉3 Re:Fine　―人形魔女、『アイールディ』の物語―,2020.12.17
2566,ディープダイビング アドベンチャー,2020.12.17
2567,テニス ワールドツアー 2,2020.12.17
2568,Touhou Luna Nights,2020.12.17
2569,DEEMO -Reborn-,2020.12.17
2570,Gerrrms,2020.12.17
2571,アルワの遺産,2020.12.17
2572,フレディ スパゲッティ,2020.12.17
2573,Dark Arcana：カーニバル,2020.12.17
2574,みんなでカウンターファイト,2020.12.17
2575,ラグビーチャレンジ4,2020.12.17
2576,この素晴らしい世界に祝福を！-この欲深いゲームに審判を！-,2020.12.17
2577,最恐ゾンビディフェンス HD,2020.12.17
2578,バーチャルバトル,2020.12.17
2579,Comic Coloring Book コミックの 塗り絵,2020.12.17
2580,インディーカリプス,2020.12.17
2581,古き良き時代の冒険譚 Ne+,2020.12.17
2582,猫様のお宿からの脱出,2020.12.17
2583,Dark Grim Mariupolis,2020.12.17
2584,ダンジョノイド,2020.12.17
2585,おしゃべり！パズル　チガタン～みんなで間違い探し～,2020.12.17
2586,アガサ・クリスティ作　『ABC殺人事件』,2020.12.17
2587,Street Basketball - ストリートバスケットボール,2020.12.17
2588,Classic Games Collection Vol.1 - クラシックゲームコレクション１,2020.12.17
2589,アーケードアーカイブス VS. テニス,2020.12.18
2590,ネコぱらVol.4 ネコとパティシエのノエル,2020.12.22
2591,キセツのキツネ,2020.12.24
2592,アレスタコレクション,2020.12.24
2593,ま～るい地球が四角くなった!? デジボク地球防衛軍 EARTH DEFENSE FORCE: WORLD BROTHERS,2020.12.24
2594,餓狼伝説ファーストコンタクト,2020.12.24
2595,秋田・男鹿ミステリー案内 凍える銀鈴花,2020.12.24
2596,ドランク・フィスト,2020.12.24
2597,アーケードアーカイブス グラディウスIII 伝説から神話へ,2020.12.24
2598,ドラゴンズレア トリロジー,2020.12.24
2599,Demon's Tier+,2020.12.24
2600,Mask of Mists（マスク・オブ・ミスト）,2020.12.24
2601,パチスロ ユニバ王国＜A PROJECT＞,2020.12.24
2602,大征服者：ローマ,2020.12.24
2603,G-MODEアーカイブス26 俺の戦隊オレンジャー,2020.12.24
2604,Smart Moves,2020.12.24
2605,キングダム・テイルズ,2020.12.24
2606,Kaptain Brawe: A Brawe New World,2020.12.24
2607,WINGSPAN (ウイングスパン),2020.12.24
2608,16-Bit Soccer,2020.12.24
2609,Void Source,2020.12.24
2610,レッツシング２０２１,2020.12.24
2611,Clumsy Rush 滑稽駆けっこ,2020.12.24
2612,Vampyr -ヴァンパイア,2020.12.24
2613,Death end re;Quest,2020.12.24
2614,スーパーリアル麻雀グラフィティ,2020.12.24
2615,BIT.TRIP FLUX,2020.12.25
2616,BIT.TRIP FATE,2020.12.25
2617,BIT.TRIP RUNNER,2020.12.25
2618,BIT.TRIP VOID,2020.12.25
2619,BIT.TRIP CORE,2020.12.25
2620,BIT.TRIP BEAT,2020.12.25
2621,アーケードアーカイブス 上海III,2020.12.31
2622,Resolutiion,2021.1.7
2623,コントラプションズ つくってあそべるカラクリそうち,2021.1.7
2624,ツクールシリーズ　魔女と66のキノコ,2021.1.7
2625,砂の国の宮廷鍛冶屋,2021.1.7
2626,ダンジョンナイトメア 1+2 コレクション,2021.1.7
2627,Shadow Gangs,2021.1.7
2628,アーケードアーカイブス 妖精物語ロッド・ランド,2021.1.7
2629,Kingdom Tales 2,2021.1.7
2630,Zotrix Starglider,2021.1.7
2631,Area 86,2021.1.7
2632,Klondike Solitaire - ソリティア,2021.1.7
2633,RED COLONY,2021.1.7
2634,アーケードアーカイブス コスモポリス ギャリバン,2021.1.14
2635,Scott Pilgrim vs. The World™: The Game – Complete Edition (英語版),2021.1.14
2636,ピラー：パズル・エスケープ,2021.1.14
2637,リズムファイター,2021.1.14
2638,UNO,2021.1.14
2639,Demetrios - The BIG Cynical Adventure,2021.1.14
2640,G-MODEアーカイブス27 忍者のガッコ,2021.1.14
2641,PING REDUX,2021.1.14
2642,Down in Bermuda (ダウン・イン・バミューダ),2021.1.14
2643,ツクールシリーズ オオカミのかぐや姫,2021.1.14
2644,Tap Tap Legions,2021.1.14
2645,ブライトストーン・ミスタリズ・ペラノーマル・ホーテル,2021.1.14
2646,Escape First,2021.1.14
2647,ミスス・オブ・オーライオン・ライト・フロム・ザー・ノース,2021.1.14
2648,レッド・クロー・ミスタリズ・リージョン,2021.1.14
2649,異世界酒場のセクステット ～Vol.2 Adventurer's Days～,2021.1.14
2650,Spinny's Journey,2021.1.15
2651,HITMAN 3 - Cloud Version,2021.1.20
2652,マイティー スイッチ フォース! コレクション,2021.1.21
2653,天使が泣くところ,2021.1.21
2654,Lily 白き百合の乙女たち S,2021.1.21
2655,Gryphon Knight Epic: Definitive Edition,2021.1.21
2656,エフェメラル -FANTASY ON DARK-,2021.1.21
2657,サムライジャック：時空の戦い,2021.1.21
2658,ネオバース Neoverse Trinity Edition,2021.1.21
2659,サムライフォース：斬！,2021.1.21
2660,Abyss：エデンの怒り,2021.1.21
2661,G-MODEアーカイブス28 セパスチャンネル,2021.1.21
2662,グリザイア ファントムトリガー 5.5,2021.1.21
2663,アーケードアーカイブス クォース,2021.1.21
2664,バウンシング·ヒーロー,2021.1.21
2665,Unspottable,2021.1.21
2666,ファイナルソード DefinitiveEdition,2021.1.21
2667,Legend of Numbers 数字の伝説,2021.1.21
2668,ドラゴンマウンテンストーリー：ストリックス,2021.1.21
2669,ドラゴンマウンテン2ストーリー：隠れ家,2021.1.21
2670,恋人は公安刑事,2021.1.21
2671,サイバーシャドウ,2021.1.26
2672,スウィム・アウト (Swim Out),2021.1.28
2673,うみねこのなく頃に咲 ～猫箱と夢想の交響曲～,2021.1.28
2674,Super Meat Boy Forever,2021.1.28
2675,リラックスしてらんない,2021.1.28
2676,Re:ゼロから始める異世界生活 偽りの王選候補,2021.1.28
2677,Relic Hunters Zero: Remix (レリックハンターズ・ゼロ・リミックス),2021.1.28
2678,魔界戦記ディスガイア６,2021.1.28
2679,Olija (オリヤ),2021.1.28
2680,シチズンズ・ユナイト！：アース×スペース,2021.1.28
2681,プロジェクト・スターシップ・エックス,2021.1.28
2682,ドットホラーストーリー２,2021.1.28
2683,メルヘンフォーレスト,2021.1.28
2684,フェルシール：アービターズマーク,2021.1.28
2685,迷宮伝説,2021.1.28
2686,寿司パーティー,2021.1.28
2687,G-MODEアーカイブス29 ZANAC（ザナック）,2021.1.28
2688,ロイヤルタワーディフェンス,2021.1.28
2689,スーパーミートボール,2021.1.28
2690,アーケードアーカイブス ハレーズコメット,2021.1.28
2691,ドットホラーストーリーダブルパック,2021.1.28
2692,ガチンコ★テニスS,2021.1.28
2693,Escape 2088,2021.1.28
2694,Strange Field Football,2021.1.28
2695,ファーム・ミスタリー・ハッピー・オーチャード・ナイトメア,2021.1.28
2696,ソード・オブ・ザ・ネクロマンサー,2021.1.28
2697,ウィッチャー３　ワイルドハント,2021.1.28
2698,大正メビウスライン 大全,2021.1.28
2699,ぎゃる☆がん りたーんず,2021.1.28
2700,Ghostrunner（ゴーストランナー）,2021.1.28
2701,バディミッション BOND,2021.1.29
2702,ダブルクロス,2021.2.4
2703,箱庭シティ鉄道,2021.2.4
2704,Buddy Collection Extra －胡蝶荘の奇妙な五人－,2021.2.4
2705,スピーキングシミュレーター,2021.2.4
2706,ドラえいご　のび太と妖精のふしぎコレクション,2021.2.4
2707,ドラもじ　のび太の漢字大作戦,2021.2.4
2708,ドラちえ　ミニドラ音楽隊と７つの知恵,2021.2.4
2709,ドラかず　のび太のすうじ大冒険,2021.2.4
2710,7年後で待ってる,2021.2.4
2711,貴方の仮面の外し方★リマスター版,2021.2.4
2712,NUTS,2021.2.4
2713,ハブロキシア２,2021.2.4
2714,ステルス,2021.2.4
2715,アントゥー・ジ・エンド,2021.2.4
2716,ハーヴェストグリーン,2021.2.4
2717,Pizza Bar Tycoon - ピザバー・タイクーン,2021.2.4
2718,バイナリースターインフィニティ,2021.2.4
2719,Battle for Blood 血の戦い,2021.2.4
2720,バーン！ スーパートラック,2021.2.4
2721,アーケードアーカイブス 伊賀忍術伝 五神の書,2021.2.4
2722,"アイ,ゾンビ",2021.2.4
2723,Pacific Wings (パシフィック・ウィングス),2021.2.4
2724,Haven,2021.2.4
2725,リトルナイトメア2,2021.2.10
